surveyID,date,Lat,Lat_abs,Lat_abs_scale,hemi,Genus_sp,plantFamily,Biome,growthForm,growthForm_simp,sizeDiameterMean,sizeDiameterMeanLog,sizeDiameterMeanLogScale,plantMean,plantMeanProp,plantMeanPropLogit,plantGini,plantGiniAdj,plantGiniAdjLogit,propPlantsHerb50,focalPlantCoverMean
Cogni_Site 2_Talipariti_pernambucensis_Survey 1,10/27/20,-23.35655,23.35655,-0.946764259,S,Talipariti_pernambucensis,Malvaceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB;TREE,Woody,173.1186441,5.153977163,1.557108408,4.881355932,0.048813559,-2.969701961,0.579920977,0.579920977,0.322449004,0.016393443,26.16666667
Cogni_Site 2_Tibouchina_clavata_Survey 1,10/28/20,-23.364783,23.364783,-0.946201334,S,Tibouchina_clavata,Melastomataceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB,Woody,92.20338983,4.523996896,1.018715204,1.245762712,0.012457627,-4.37288635,0.467980296,0.467980296,-0.128254336,0.016393443,10.5
Cope_Site 1_Populus_tremuloides_Survey 1,6/5/17,43.28956572,43.28956572,0.416140717,N,Populus_tremuloides,Salicaceae,"Temperate Grasslands, Savannas & Shrublands",TREE,Woody,594.8833242,6.388365292,2.61204015,0.056430446,5.64304461942257e-4,-7.479352162,0.889473684,0.889473684,2.085376277,0.05511811,NA
Cope_Site 1_Populus_tremuloides_Survey 2,7/23/18,43.28956572,43.28956572,0.416140717,N,Populus_tremuloides,Salicaceae,"Temperate Grasslands, Savannas & Shrublands",TREE,Woody,662.9444838,6.496691252,2.70461759,0.014326648,1.43266475644698e-4,-8.850660919,0.974137931,0.974137931,3.62877553,0.014326648,NA
Cope_Site 1_Populus_tremuloides_Survey 3,6/10/19,43.28956572,43.28956572,0.416140717,N,Populus_tremuloides,Salicaceae,"Temperate Grasslands, Savannas & Shrublands",TREE,Woody,783.7692308,6.664114629,2.847700815,0.024922118,2.49221183800623e-4,-8.296920515,0.953125,0.953125,3.012261576,0.024922118,NA
Cope_Site 2_Populus_tremuloides_Survey 1,6/5/17,43.28956572,43.28956572,0.416140717,N,Populus_tremuloides,Salicaceae,"Temperate Grasslands, Savannas & Shrublands",TREE,Woody,618.4151695,6.427160027,2.645194873,0.054166667,5.41666666666667e-4,-7.520317938,0.899159664,0.899159664,2.187922185,0.05,NA
Cope_Site 2_Populus_tremuloides_Survey 2,7/23/18,43.28956572,43.28956572,0.416140717,N,Populus_tremuloides,Salicaceae,"Temperate Grasslands, Savannas & Shrublands",TREE,Woody,722.4894355,6.582702798,2.778124704,0.01953125,1.953125e-4,-8.540714386,0.968503937,0.968503937,3.425889994,0.015625,NA
Cope_Site 2_Populus_tremuloides_Survey 3,6/10/19,43.28956572,43.28956572,0.416140717,N,Populus_tremuloides,Salicaceae,"Temperate Grasslands, Savannas & Shrublands",TREE,Woody,799.7620968,6.684314304,2.864963845,0.02745098,2.74509803921569e-4,-8.200249035,0.948818898,0.948818898,2.919847576,0.02745098,NA
Cornel_Site 1_Erythrochiton_brasiliensis_Survey 1,1/28/20,-19.765,19.765,-1.192333793,S,Erythrochiton_brasiliensis,Rutaceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB;TREE,Woody,129.1538462,4.8610043,1.306728187,7.669806475,0.076698065,-2.488079828,0.422645584,0.422645584,-0.311922351,0.215384615,NA
Cornel_Site 1_Solanum_lycocarpum_Survey 1,12/6/19,-20.446389,20.446389,-1.145744332,S,Solanum_lycocarpum,Solanaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB;SHRUB,Woody,130.0595238,4.867992221,1.312700198,6.543446554,0.065434466,-2.659032637,0.258881302,0.258881302,-1.051791134,0.321428571,NA
Cornel_Site 1_Swietenia_macrophylla_Survey 1,7/14/19,-19.805,19.805,-1.189598823,S,Swietenia_macrophylla,Meliaceae,Tropical & Subtropical Moist Broadleaf Forests,TREE,Woody,155.25,5.045036721,1.464005819,10.66620144,0.106662014,-2.125299901,0.261402552,0.261402552,-1.038691484,0.33,NA
Cornel_Site 4_Cecropia_pachystachya_Survey 1,12/15/19,-21.115278,21.115278,-1.100009549,S,Cecropia_pachystachya,Urticaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TREE,Woody,297.1428571,5.694213024,2.018804323,8.951091614,0.089510916,-2.319621324,0.38307287,0.38307287,-0.476525682,0.265306122,NA
Cornel_Site 5_Coccoloba_cereifera_Survey 1,11/10/19,-19.270533,19.270533,-1.226142602,S,Coccoloba_cereifera,Polygonaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHRUB,Woody,105.6612903,4.660238604,1.135149977,6.164782514,0.061647825,-2.72268738,0.347009948,0.347009948,-0.632208447,0.274193548,NA
Cornel_Site 5_Trembleya_laniflora_Survey 1,11/10/19,-19.292833,19.292833,-1.224617856,S,Trembleya_laniflora,Melastomataceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHRUB,Woody,115.9649123,4.753287665,1.214671488,3.348438596,0.033484386,-3.362618214,0.278042846,0.278042846,-0.954190567,0.315789474,NA
Crowde_Site 1_Plantago_major_Survey 1,6/15/20,47.1208,47.1208,0.678098483,N,Plantago_major,Plantaginaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,21.76666667,3.080379748,-0.215027665,12.75,0.1275,-1.923246289,0.230752188,0.230752188,-1.204068815,0.35,10.5
Crowde_Site 2_Solanum_dulcamara_Survey 1,7/29/20,46.7903,46.7903,0.655500793,N,Solanum_dulcamara,Solanaceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,124.7166667,4.826044498,1.276850871,33.33333333,0.333333333,-0.693147181,0.354661017,0.354661017,-0.598613282,0.266666667,47.66666667
Crowde_Site 3_Taraxacum_officinale_Survey 1,6/29/20,46.7397,46.7397,0.652041056,N,Taraxacum_officinale,Asteraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,31.71666667,3.456842305,0.106704448,9.5,0.095,-2.254058052,0.283377936,0.283377936,-0.927767123,0.3,17
Crowde_Site 4_Vicia_villosa_Survey 1,7/15/20,47.7388,47.7388,0.720353768,N,Vicia_villosa,Fabaceae,Temperate Conifer Forests,HERB;VINE,Climber,59.28333333,4.08232821,0.641256684,10.08333333,0.100833333,-2.18799942,0.221179437,0.221179437,-1.258806373,0.333333333,18.5
Dattil_Site 1_Heliconia_schiedeana_Survey 1,9/4/20,19.510858,19.510858,-1.209710561,N,Heliconia_schiedeana,Heliconiaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,164.8166667,5.104833745,1.515109502,43.25,0.4325,-0.271658423,0.252264786,0.252264786,-1.086569651,0.35,29.48333333
Dattil_Site 1_Palicourea_padifolia_Survey 1,9/3/20,19.513325,19.513325,-1.209541882,N,Palicourea_padifolia,Rubiaceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB;TREE,Woody,153.8666667,5.036086427,1.456356726,16.1,0.161,-1.650806341,0.206969155,0.206969155,-1.343292347,0.35,76.13333333
Dattil_Site 1_Piper_auritum_Survey 1,9/2/20,19.512938,19.512938,-1.209568342,N,Piper_auritum,Piperaceae,Tropical & Subtropical Moist Broadleaf Forests,TREE,Woody,85.1,4.443827036,0.950200506,13.68333333,0.136833333,-1.841844157,0.332851628,0.332851628,-0.69531564,0.3,64.76666667
Dattil_Site 2_Taraxacum_officinale_Survey 1,9/11/20,19.453883,19.453883,-1.213606184,N,Taraxacum_officinale,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,32.01666667,3.466256601,0.114750085,5.683333333,0.056833333,-2.80912,0.345693126,0.345693126,-0.638025006,0.283333333,16.15909091
Davis_Site 1_Solanum_carolinense_Survey 1,8/3/19,42.329046,42.329046,0.350465902,N,Solanum_carolinense,Solanaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,73.23913043,4.293729847,0.821924573,6.869565217,0.068695652,-2.606900218,0.365260197,0.365260197,-0.552605188,0.014285714,42.95652174
Davis_Site 1_Taraxacum_officinale_Survey 1,8/16/19,42.4432,42.4432,0.358271096,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,17.9137931,2.885570981,-0.381514969,2.353448276,0.023534483,-3.72547274,0.52393805,0.52393805,0.09582546,0.137931034,3.607142857
Davis_Site 2_Physalis_heterophylla_Survey 1,7/17/19,42.38610077,42.38610077,0.354366979,N,Physalis_heterophylla,Solanaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,35.59706819,3.57226328,0.205345424,7.014705882,0.070147059,-2.584432567,0.487453148,0.487453148,-0.050197947,0.205882353,NA
Davis_Site 3_Plantago_lanceolata_Survey 1,6/25/20,42.2636,42.2636,0.345991081,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,15.80333333,2.760220888,-0.488641559,2.383333333,0.023833333,-3.712548176,0.607917506,0.607917506,0.438566931,0.133333333,9.133333333
Dole_Site 1_Abutilon_theophrasti_Survey 1,7/31/18,42.40953,42.40953,0.355968935,N,Abutilon_theophrasti,Malvaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,107.6315789,4.678714089,1.150939481,2.140350877,0.021403509,-3.822564523,0.484484778,0.484484778,-0.062080821,0.013888889,NA
Dole_Site 1_Acer_campestre_Survey 1,7/26/18,42.40739,42.40739,0.355822615,N,Acer_campestre,Sapindaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,22.17592593,3.099007283,-0.199108217,6.694444444,0.066944444,-2.634601656,0.524935411,0.524935411,0.099824455,0.014705882,NA
Dole_Site 1_Circaea_lutetiana_Survey 1,7/26/18,42.40786,42.40786,0.35585475,N,Circaea_lutetiana,Onagraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,20.17361111,3.00437537,-0.279982462,5.965277778,0.059652778,-2.757708477,0.393038089,0.393038089,-0.434559514,0.013157895,NA
Dole_Site 1_Pilea_pumila_Survey 1,9/15/18,42.694516,42.694516,0.375454639,N,Pilea_pumila,Urticaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,19.68421053,2.979816818,-0.300970671,2.980263158,0.029802632,-3.482902826,0.768359088,0.768359088,1.199068804,0.012820513,NA
Dole_Site 2_Ratibida_pinnata_Survey 1,8/16/18,42.391692,42.391692,0.354749276,N,Ratibida_pinnata,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,105.4098361,4.657855953,1.133113718,3.729508197,0.037295082,-3.250885478,0.549377289,0.549377289,0.198155008,0.163934426,NA
Dole_Site 3_Sassafras_albidum_Survey 1,9/28/18,42.8061,42.8061,0.383084111,N,Sassafras_albidum,Lauraceae,Temperate Broadleaf & Mixed Forests,SHRUB;TREE,Woody,22.96666667,3.134043889,-0.169165262,2,0.02,-3.891820298,0.809463277,0.809463277,1.446526458,0.013333333,NA
Dole_Site 4_Cypripedium_acaule_Survey 1,8/27/20,42.1751,42.1751,0.33993996,N,Cypripedium_acaule,Orchidaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.55833333,2.356915438,-0.833314123,2.416666667,0.024166667,-3.698317534,0.845236704,0.845236704,1.697719882,0.05,1.158333333
Dole_Site 5_Drosera_capillaris_Survey 1,11/1/20,27.1825,27.1825,-0.685167802,N,Drosera_capillaris,Droseraceae,"Temperate Grasslands, Savannas & Shrublands",HERB,Herb,1.351717039,0.301375665,-2.590017789,0.608333333,0.006083333,-5.096100575,0.950777804,0.950777804,2.960935722,0.033333333,1.016666667
Dole_Site 6_Euphorbia_corollata_Survey 1,8/12/20,42.6144,42.6144,0.369976768,N,Euphorbia_corollata,Euphorbiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,46.80833333,3.84606125,0.439338414,0.241666667,0.002416667,-6.022946507,0.842197545,0.842197545,1.674670637,0.05,7.5
Dole_Site 7_Ginkgo_biloba_Survey 1,8/24/20,42.4056,42.4056,0.355700225,N,Ginkgo_biloba,Ginkgoaceae,Temperate Broadleaf & Mixed Forests,TREE,Woody,11.15833333,2.412186603,-0.786078327,0.65,0.0065,-5.029431885,0.958713603,0.958713603,3.145059308,0.015625,2.25
Dole_Site 7_Oxalis_stricta_Survey 1,8/20/20,42.4019,42.4019,0.35544724,N,Oxalis_stricta,Oxalidaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,6.566666667,1.882006347,-1.239180529,22.74166667,0.227416667,-1.222956007,0.544217476,0.544217476,0.177333164,0.183333333,5.0625
Dole_Site 8_Mitella_diphylla_Survey 1,8/25/20,42.5323,42.5323,0.364363242,N,Mitella_diphylla,Saxifragaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,8.516666667,2.142025028,-1.016963584,3.675,0.03675,-3.266174758,0.872862139,0.872862139,1.926505611,0.033333333,6.764705882
Egbon_Site 1_Alternanthera_sessilis_Survey 1,5/20/20,6.5606,6.5606,-2.095174723,N,Alternanthera_sessilis,Amaranthaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB;SHRUB,Herb,34.63333333,3.544816609,0.181888974,32.76666667,0.327666667,-0.718757418,0.383295688,0.383295688,-0.475582953,0.266666667,28
Egbon_Site 2_Combretum_hispidium_Survey 1,3/17/20,6.5527,6.5527,-2.09571488,N,Combretum_hispidium,Combretaceae,Tropical & Subtropical Moist Broadleaf Forests,LIANA,Climber,37.95,3.636269504,0.260046369,1.558333333,0.015583333,-4.145847282,0.658297834,0.658297834,0.655717965,0.116666667,20.2
Egbon_Site 2_Emilia_praetermissa_Survey 1,8/3/20,6.55455,6.55455,-2.095588388,N,Emilia_praetermissa,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,45.25,3.81220267,0.410402223,4.158333333,0.041583333,-3.137583171,0.678068,0.678068,0.744907237,0.083333333,14.43333333
Egbon_Site 2_Landolphia_dulcis_Survey 1,5/20/20,6.54994,6.54994,-2.095903593,N,Landolphia_dulcis,Apocynaceae,Tropical & Subtropical Moist Broadleaf Forests,LIANA;SHRUB,Climber,28.46666667,3.348733812,0.014312859,3.583333333,0.035833333,-3.292385612,0.794087505,0.794087505,1.349742366,0.066666667,29.13333333
Egbon_Site 2_Melanthera_scandens_Survey 1,3/27/20,6.55434,6.55434,-2.095602746,N,Melanthera_scandens,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,30.76666667,3.426431853,0.080715093,1.233333333,0.012333333,-4.383039635,0.732478241,0.732478241,1.00723273,0.1,27.7
Egbon_Site 2_Triclisia_gilletii_Survey 1,8/3/20,6.55428,6.55428,-2.095606849,N,Triclisia_gilletii,Menispermaceae,Tropical & Subtropical Moist Broadleaf Forests,VINE,Climber,30.73333333,3.425347842,0.079788676,28.58333333,0.285833333,-0.915707471,0.526392252,0.526392252,0.105667217,0.216666667,14.9047619
Eisenr_Site 1_Plantago_lanceolata_Survey 1,7/30/20,47.36323,47.36323,0.694674452,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,NA,NA,NA,2.912162162,0.029121621621621602,-3.506720297,0.436735213,0.436735213,-0.254422741,0.013333333,17.55263158
Eisenr_Site 2_Salvia_pratensis_Survey 1,7/26/20,47.513368,47.513368,0.704940025,N,Salvia_pratensis,Lamiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,NA,NA,NA,7.351851852,0.073518519,-2.533856731,0.342189059,0.342189059,-0.653554176,0.277777778,20.2962963
Eisenr_Site 3_Taraxacum_officinale_Survey 1,7/23/20,47.361693,47.361693,0.694569361,N,Taraxacum_officinale,Asteraceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,22.24166667,3.101967407,-0.196578438,2.616666667,0.026166667,-3.616753837,0.571844975,0.571844975,0.289382592,0.016129032,16.83064516
Ejomah_Site 1_Alternanthera_brasiliana_Survey 1,6/16/20,6.32323,6.32323,-2.111404719,N,Alternanthera_brasiliana,Amaranthaceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB;VINE,Climber,49.6,3.903990834,0.488846146,18.88333333,0.188833333,-1.457608749,0.536015079,0.536015079,0.14431024,0.2,34.75
Ejomah_Site 1_Chromolaena_odorata_Survey 1,6/21/20,6.3232,6.3232,-2.11140677,N,Chromolaena_odorata,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB;SHRUB,Herb,131.3166667,4.877611709,1.320921197,13.21666667,0.132166667,-1.881935932,0.517729284,0.517729284,0.070946879,0.183333333,30.81481481
Ejomah_Site 1_Pouzolzia_guineensis_Survey 1,6/21/20,6.32317,6.32317,-2.111408821,N,Pouzolzia_guineensis,Urticaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,36.28333333,3.591358499,0.221664564,42.4,0.424,-0.306374205,0.319115766,0.319115766,-0.757838358,0.3,48.62068966
Ejomah_Site 1_Sida_acuta_Survey 1,6/17/20,6.3232,6.3232,-2.11140677,N,Sida_acuta,Malvaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB;SHRUB,Woody,95.56666667,4.559824084,1.049333805,27,0.27,-0.994622575,0.273362628,0.273362628,-0.97762833,0.333333333,42.4137931
Elderd_Site 1_Arnica_cordifolia_Survey 1,7/30/21,38.885556,38.885556,0.11501986,N,Arnica_cordifolia,Asteraceae,Temperate Conifer Forests,HERB,Herb,9.516666667,2.253044647,-0.92208409,29.90833333,0.299083333,-0.851666761,0.357443412,0.357443412,-0.586477825,0.016393443,14.4
Elderd_Site 1_Plantago_lanceolata_Survey 1,9/5/20,35.228889,35.228889,-0.135001999,N,Plantago_lanceolata,Plantaginaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,30.92166667,3.431457125,0.085009787,19.29166667,0.192916667,-1.431168609,0.316542812,0.316542812,-0.769705518,0.016393443,15.71428571
Elderd_Site 2_Frasera_speciosa_Survey 1,7/29/20,38.97733,38.97733,0.121294839,N,Frasera_speciosa,Gentianaceae,Temperate Conifer Forests,HERB,Herb,36.21666667,3.589519418,0.22009285,9.875,0.09875,-2.211191285,0.431023386,0.431023386,-0.277676986,0.013888889,5.982758621
Elderd_Site 2_Helianthella_quinquenervis_Survey 1,7/27/20,38.97724,38.97724,0.121288685,N,Helianthella_quinquenervis,Asteraceae,Temperate Conifer Forests,HERB,Herb,19.70833333,2.981041558,-0.299923985,14.04166667,0.140416667,-1.811833583,0.334406277,0.334406277,-0.688322808,0.015873016,7.64516129
Endara_Site 1_Mimosa_albida_Survey 1,10/23/20,-0.224167,0.224167,-2.52842357,S,Mimosa_albida,Fabaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB;SHRUB,Herb,29.58333333,3.38721114,0.04719632,16.2,0.162,-1.643421765,0.257271396,0.257271396,-1.060199166,0.333333333,26.34615385
Endara_Site 2_Oreopanax_palamophyllus_Survey 1,10/3/20,-0.0218,0.0218,-2.542260261,S,Oreopanax_palamophyllus,Araliaceae,Tropical & Subtropical Moist Broadleaf Forests,TREE,Woody,74.52542373,4.311140325,0.836803901,12.26666667,0.12266666666666701,-1.967416354,0.497904385,0.497904385,-0.00838251,0.216666667,16.1
Endara_Site 3_Palicourea_sp_Survey 1,10/26/20,0.016383000000000002,0.016383000000000002,-2.542630645,N,Palicourea_sp,Rubiaceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB;TREE,Woody,117.95,4.770260806,1.229177059,14.36666667,0.143666667,-1.785163907,0.283809823,0.283809823,-0.925641363,0.316666667,20.75
Endara_Site 4_Piper_tridentipilum_Survey 1,10/9/20,-0.4694,0.4694,-2.511655948,S,Piper_tridentipilum,Piperaceae,Tropical & Subtropical Moist Broadleaf Forests,SHRUB,Woody,106.35,4.666735542,1.140702385,13.15416667,0.131541667,-1.887395951,0.353183402,0.353183402,-0.605075315,0.266666667,21.45762712
Endara_Site 5_Plantago_lanceolata_Survey 1,10/11/20,-0.291389,0.291389,-2.523827316,S,Plantago_lanceolata,Plantaginaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,29.06333333,3.369477357,0.03204069,10.41666667,0.104166667,-2.151762203,0.436528814,0.436528814,-0.255261815,0.216666667,32.08333333
Endara_Site 5_Taraxacum_officinale_Survey 1,10/7/20,-0.291667,0.291667,-2.523808308,S,Taraxacum_officinale,Asteraceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,19.58333333,2.974678864,-0.305361665,13.03333333,0.130333333,-1.898014725,0.428843903,0.428843903,-0.286569557,0.233333333,20.76666667
Endara_Site 6_Plantago_major_Survey 1,10/15/20,-1.271944,1.271944,-2.456782604,S,Plantago_major,Plantaginaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,19.80666667,2.986018581,-0.295670525,12.5,0.125,-1.945910149,0.412158192,0.412158192,-0.35505064,0.25,50.5
Eubank_Site 1_Croton_capitatus_Survey 1,9/27/19,30.6187558,30.6187558,-0.450216393,N,Croton_capitatus,Euphorbiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,10.32523499,2.334590898,-0.852393103,7.691666667,0.076916667,-2.484996931,0.581504673,0.581504673,0.328953286,0.15,NA
Eubank_Site 2_Monarda_punctata_Survey 1,6/15/20,30.578,30.578,-0.45300304,N,Monarda_punctata,Lamiaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,41.23387097,3.719260029,0.330971662,9.818278014,0.09818278,-2.217581016,0.484337576,0.484337576,-0.062670198,0.014084507,2.184210526
Eubank_Site 2_Solanum_elaeagnifolium_Survey 1,9/18/20,30.5555,30.5555,-0.454541461,N,Solanum_elaeagnifolium,Solanaceae,Temperate Broadleaf & Mixed Forests,HERB,Herb,52.47368421,3.960311791,0.536979115,2.813428904,0.028134289,-3.542228555,0.448809914,0.448809914,-0.205480288,0.017241379,28.4
Farias_Site 1_Blechnum_occidentale_Survey 1,10/22/20,-7.614444,7.614444,-2.023118931,S,Blechnum_occidentale,Blechnaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,NA,NA,NA,2.658333333,0.026583333,-3.600527766,0.564422719,0.564422719,0.25913124,0.116666667,NA
Farias_Site 1_Danaea_geniculata_Survey 1,10/22/20,-7.616194,7.616194,-2.022999277,S,Danaea_geniculata,Marattiaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,NA,NA,NA,2.658333333,0.026583333,-3.600527766,0.455820626,0.455820626,-0.177179556,0.2,NA
Farias_Site 1_Diplazium_cristatum_Survey 1,10/22/20,-7.615583,7.615583,-2.023041053,S,Diplazium_cristatum,Athyriaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,NA,NA,NA,0.891666667,0.008916667,-4.710876436,0.613179154,0.613179154,0.460695496,0.05,NA
Farias_Site 1_Meniscium_macrophyllum_Survey 1,10/22/20,-7.616111,7.616111,-2.023004952,S,Meniscium_macrophyllum,Thelypteridaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,113.3333333,4.730333329,1.195054272,6.575,0.06575,-2.653884397,0.577753432,0.577753432,0.313557761,0.133333333,NA
Farias_Site 1_Neoblechnum_brasiliense_Survey 1,9/18/20,-8.562788,8.562788,-1.958276623,S,Neoblechnum_brasiliense,Blechnaceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,NA,NA,NA,1.475,0.01475,-4.201652333,0.466436848,0.466436848,-0.134454801,0.2,NA
Fernan_Site 1_Amorphophallus_commutatus_Survey 1,9/30/20,15.459675,15.459675,-1.486707155,N,Amorphophallus_commutatus,Araceae,Tropical & Subtropical Moist Broadleaf Forests,HERB,Herb,80.86206897,4.392744851,0.906544692,18.98275862,0.189827586,-1.451130862,0.389358956,0.389358956,-0.450007613,0.25862069,71.03448276
Fernan_Site 2_Coccoloba_cereifera_Survey 1,10/27/20,-19.28237176,19.28237176,-1.225333136,S,Coccoloba_cereifera,Polygonaceae,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHRUB,Woody,194.3333333,5.269574898,1.655900447,4.95,0.0495,-2.955015492,0.414369686,0.414369686,-0.345930192,0.25,NA
